"FishCode","FishDesc","Consigned","Sold","LowPrice","AvgPrice","HighPrice","MonthNum","YearNum"
"FPWS","Dab | small","","529","0.95","1.01","1.52","2","2022"
"POWX","Redfish | mixed","","772","0.56","0.68","1.03","2","2022"
"HWSS","Hake, white | small","","665","0.9","0.9","0.9","2","2022"
"CADL","Cod | large","","629","2.49","2.78","3.67","3","2022"
"FNWS","Blackback | small","","2","0.96","0.96","0.96","3","2022"
"FWWM","Greysole | medium","","134","2.54","3.87","4.47","3","2022"
"HDDS","Haddock | scrod","","10545","1.69","2.31","2.49","3","2022"
"MKTL","Monkfish, tails | large","","4444","2.59","3.03","4.27","3","2022"
"FWWL","Greysole | large","","30","3.05","3.1","3.11","3","2022"
"CADS","Cod | scrod","","57","1.63","1.63","1.63","3","2022"
"FPWS","Dab | small","","812","1.42","1.88","2.36","3","2022"
"FYWS","Yellowtail | small","","3","1.31","1.31","1.31","3","2022"
"HDDP","Haddock | snapper","","286","0.94","0.97","1.38","3","2022"
"HWSS","Hake, white | small","","161","0.74","1.24","1.63","3","2022"
"PADM","Pollock, Atl | medium","","1859","1.71","2.12","3.57","3","2022"
"FPWM","Dab | medium","","948","2.1","2.96","3.32","3","2022"
"FYWL","Yellowtail | large","","5","1.75","1.8","1.81","3","2022"
"MKTS","Monkfish, tails | small","","798","1.81","1.84","1.89","3","2022"
"FWWS","Greysole | small","","2403","0.94","1.12","1.2","3","2022"
"HWSL","Hake, white | large","","2979","1.73","2.63","3.17","3","2022"
"HWSM","Hake, white | medium","","967","1.41","1.81","2.01","3","2022"
"FPWL","Dab | large","","465","2.21","3.2","3.67","3","2022"
"HWSJ","Hake, white | sow","","1056","2.01","3.22","3.82","3","2022"
"PADS","Pollock, Atl | small","","307","1.31","1.35","1.37","3","2022"
"HDDL","Haddock | large","","3071","2.29","2.64","3.13","3","2022"
"POWX","Redfish | mixed","","342","1","1.09","1.1","3","2022"
"CADM","Cod | market","","5286","1.84","2.01","3.09","3","2022"
"PADL","Pollock, Atl | large","","1258","2.19","2.42","3.62","3","2022"
"CADS","Cod | scrod","","4","1.5","1.5","1.5","4","2022"
"FPWS","Dab | small","","467","1.08","1.48","1.5","4","2022"
"FPWM","Dab | medium","","236","1.8","2.27","2.27","4","2022"
"HWSJ","Hake, white | sow","","159","3.67","3.67","3.67","4","2022"
"MKTS","Monkfish, tails | small","","253","2.09","2.09","2.09","4","2022"
"PADL","Pollock, Atl | large","","1075","2.71","2.83","3","4","2022"
"HDDS","Haddock | scrod","","887","2.05","2.8","2.97","4","2022"
"HWSL","Hake, white | large","","226","1.46","3.92","4.07","4","2022"
"CADL","Cod | large","","405","2.65","3.71","4.07","4","2022"
"CADM","Cod | market","","682","2","2.86","3.09","4","2022"
"FPWL","Dab | large","","101","1.86","3.14","3.17","4","2022"
"HWSM","Hake, white | medium","","66","3.26","3.26","3.26","4","2022"
"MKTL","Monkfish, tails | large","","1205","2.29","2.81","4.02","4","2022"
"CKDX","Cusk | mixed","","14","0.74","0.77","0.78","4","2022"
"FWWS","Greysole | small","","549","2.38","2.43","2.5","4","2022"
"HDDL","Haddock | large","","424","2.9","3.1","3.87","4","2022"
"HDDP","Haddock | snapper","","15","1.2","1.2","1.2","4","2022"
"HSWX","Whiting | mixed","","26","0.92","0.92","0.92","4","2022"
"PADM","Pollock, Atl | medium","","699","2.48","2.7","3","4","2022"
"PADS","Pollock, Atl | small","","26","1.34","1.34","1.34","4","2022"
"PADL","Pollock, Atl | large","","230","3","3.05","3.62","5","2022"
"FPWS","Dab | small","","326","1.41","2.69","2.73","5","2022"
"HWSS","Hake, white | small","","76","0.96","1.14","1.19","5","2022"
"HSWX","Whiting | mixed","","12","0.5","0.5","0.5","5","2022"
"HDDL","Haddock | large","","95","2.02","2.67","2.8","5","2022"
"HWSJ","Hake, white | sow","","672","3.16","3.59","4.07","5","2022"
"CADL","Cod | large","","20","3.46","3.46","3.46","5","2022"
"CADM","Cod | market","","39","2.96","2.96","2.96","5","2022"
"HDDS","Haddock | scrod","","210","1.72","2.04","2.07","5","2022"
"FPWM","Dab | medium","","145","1.93","3.98","4.02","5","2022"
"HWSL","Hake, white | large","","1703","2.01","2.67","2.84","5","2022"
"PADS","Pollock, Atl | small","","84","1.49","1.49","1.49","5","2022"
"CKDX","Cusk | mixed","","23","0.8","0.8","0.8","5","2022"
"FPWL","Dab | large","","54","2.2","3.84","3.97","5","2022"
"FWWM","Greysole | medium","","1","3.09","3.09","3.09","5","2022"
"FWWS","Greysole | small","","25","1.47","1.47","1.47","5","2022"
"HWSM","Hake, white | medium","","542","1.53","2.06","2.26","5","2022"
"MKTL","Monkfish, tails | large","","124","2.51","2.84","3.67","5","2022"
"PADM","Pollock, Atl | medium","","643","1.8","2.7","2.74","5","2022"
"CADM","Cod | market","","2153","2.7","3.16","3.42","6","2022"
"HSWX","Whiting | mixed","","131","0.68","0.75","0.8","6","2022"
"HDDL","Haddock | large","","104","2.16","2.55","3.37","6","2022"
"PADL","Pollock, Atl | large","","2790","2.19","2.43","2.82","6","2022"
"HWSL","Hake, white | large","","3576","1.93","2.3","3.02","6","2022"
"POWX","Redfish | mixed","","63","0.6","0.62","0.82","6","2022"
"HWSJ","Hake, white | sow","","321","2.69","3.37","5.47","6","2022"
"HWSM","Hake, white | medium","","128","1.39","1.5","1.99","6","2022"
"PADS","Pollock, Atl | small","","1086","0.99","1.28","1.5","6","2022"
"CADS","Cod | scrod","","11","2.37","2.37","2.37","6","2022"
"CKDX","Cusk | mixed","","309","0.5","0.59","0.78","6","2022"
"FADS","Halibut, Atlantic | 10-50","","41","8.45","8.45","8.45","6","2022"
"HWSS","Hake, white | small","","1","0.96","0.96","0.96","6","2022"
"PADM","Pollock, Atl | medium","","4912","1.83","1.99","2.24","6","2022"
"MKTL","Monkfish, tails | large","","1529","2.45","2.54","2.91","6","2022"
"CADL","Cod | large","","902","3","3.62","5.32","6","2022"
"FADM","Halibut, Atlantic | 50-85","","76","8.51","8.51","8.51","6","2022"
"HDDS","Haddock | scrod","","194","1.84","1.94","2.47","6","2022"
"CKDX","Cusk | mixed","","853","0.34","0.42","0.6","7","2022"
"FPWL","Dab | large","","263","2.17","2.98","3.52","7","2022"
"HDDL","Haddock | large","","5524","1.91","2.38","3.27","7","2022"
"HWSJ","Hake, white | sow","","2025","2.4","4.24","5.62","7","2022"
"PADM","Pollock, Atl | medium","","7657","1.6","2.63","3.01","7","2022"
"PADS","Pollock, Atl | small","","3320","0.89","1.36","2.49","7","2022"
"FWWS","Greysole | small","","4410","0.97","1.54","2.51","7","2022"
"HSWX","Whiting | mixed","","149","0.38","0.42","0.5","7","2022"
"HWSL","Hake, white | large","","15222","1.99","2.61","3.06","7","2022"
"CADL","Cod | large","","687","3.02","4.18","5.12","7","2022"
"CADM","Cod | market","","1354","2.49","3.59","5.42","7","2022"
"HDDS","Haddock | scrod","","7411","1.8","2.04","3.32","7","2022"
"MKTL","Monkfish, tails | large","","9610","2.14","2.52","3.01","7","2022"
"POWX","Redfish | mixed","","1242","0.58","0.74","1.11","7","2022"
"FADM","Halibut, Atlantic | 50-85","","195","7.55","8.58","10.86","7","2022"
"FNWS","Blackback | small","","2","1.35","1.35","1.35","7","2022"
"FWWM","Greysole | medium","","185","3.07","3.63","4.86","7","2022"
"PADL","Pollock, Atl | large","","5411","2.73","3.13","3.47","7","2022"
"FADL","Halibut, Atlantic | 85-125","","87","8.15","8.15","8.15","7","2022"
"FPWM","Dab | medium","","1001","1.97","2.74","3.11","7","2022"
"FPWS","Dab | small","","1983","0.62","0.98","1.48","7","2022"
"MKTS","Monkfish, tails | small","","2467","1.9","2.14","2.32","7","2022"
"FADS","Halibut, Atlantic | 10-50","","40","10.21","10.21","10.21","7","2022"
"FWWL","Greysole | large","","14","3.35","4.08","4.67","7","2022"
"FYWS","Yellowtail | small","","1","0.97","0.97","0.97","7","2022"
"HWSS","Hake, white | small","","22","1.25","1.25","1.25","7","2022"
"CADL","Cod | large","","935","3.5","4.52","5.01","8","2022"
"CKDX","Cusk | mixed","","737","0.32","0.6","0.84","8","2022"
"FADM","Halibut, Atlantic | 50-85","","86","9","9","9","8","2022"
"FPWL","Dab | large","","914","1.39","2.8","3.97","8","2022"
"FWWM","Greysole | medium","","63","1.97","2.85","3.25","8","2022"
"FWWS","Greysole | small","","2534","0.38","2.33","3.1","8","2022"
"HWSM","Hake, white | medium","","5149","1.57","2.05","2.91","8","2022"
"MKTL","Monkfish, tails | large","","19367","0.63","2.57","3.91","8","2022"
"HWSL","Hake, white | large","","26357","2.2","2.9","3.47","8","2022"
"PADS","Pollock, Atl | small","","2188","1.14","2.13","3.02","8","2022"
"CADS","Cod | scrod","","2","2.13","2.13","2.13","8","2022"
"FADS","Halibut, Atlantic | 10-50","","179","8","10.11","14.91","8","2022"
"HDDL","Haddock | large","","11669","1.4","2.39","3.67","8","2022"
"HDDP","Haddock | snapper","","166","0.96","1.45","1.84","8","2022"
"HDDS","Haddock | scrod","","19914","1.75","2.5","3.18","8","2022"
"PADM","Pollock, Atl | medium","","10557","2.13","3.28","3.61","8","2022"
"CADM","Cod | market","","1356","3.14","3.71","4.91","8","2022"
"FPWM","Dab | medium","","2031","1.24","2.54","3.97","8","2022"
"MKTS","Monkfish, tails | small","","6542","1.84","2.2","2.57","8","2022"
"FNWL","Blackback | large","","2","1.18","1.18","1.18","8","2022"
"FNWS","Blackback | small","","1","1.37","1.37","1.37","8","2022"
"HWSJ","Hake, white | sow","","4074","2.21","3.78","5.76","8","2022"
"FWWL","Greysole | large","","16","2.97","2.97","2.97","8","2022"
"HSWX","Whiting | mixed","","269","0.5","0.54","0.78","8","2022"
"FPWS","Dab | small","","2794","0.98","1.36","2.15","8","2022"
"HWSS","Hake, white | small","","626","1","1.22","1.45","8","2022"
"POWX","Redfish | mixed","","2045","0.52","0.74","1.22","8","2022"
"PADL","Pollock, Atl | large","","12089","2.21","3.36","3.92","8","2022"
"CADL","Cod | large","","1520","3.67","4.61","5.36","9","2022"
"CADS","Cod | scrod","","21","1.99","2.4","2.55","9","2022"
"FADS","Halibut, Atlantic | 10-50","","136","8.9","9.73","10.46","9","2022"
"FWWL","Greysole | large","","2","3.35","3.35","3.35","9","2022"
"HDDS","Haddock | scrod","","13191","2.08","2.93","4.02","9","2022"
"FPWM","Dab | medium","","3409","1.38","1.92","2.53","9","2022"
"MKTL","Monkfish, tails | large","","10483","2.23","2.47","4.01","9","2022"
"CKDX","Cusk | mixed","","158","0.48","0.63","0.84","9","2022"
"FWWM","Greysole | medium","","66","1.99","2.86","3.85","9","2022"
"FWWS","Greysole | small","","4247","1.17","1.93","3.07","9","2022"
"FYWL","Yellowtail | large","","2","1.96","1.96","1.96","9","2022"
"FYWS","Yellowtail | small","","2","1.9","1.9","1.9","9","2022"
"PADM","Pollock, Atl | medium","","5688","1.5","2.76","3.47","9","2022"
"HDDP","Haddock | snapper","","145","0.97","1.23","1.39","9","2022"
"MKTS","Monkfish, tails | small","","3999","1.95","2.27","2.51","9","2022"
"PADS","Pollock, Atl | small","","802","1.17","1.46","2.01","9","2022"
"FPWS","Dab | small","","4341","0.92","1.16","1.52","9","2022"
"HWSL","Hake, white | large","","22192","2.35","2.74","3.27","9","2022"
"HWSS","Hake, white | small","","252","1.16","1.32","1.66","9","2022"
"POWX","Redfish | mixed","","1264","0.54","0.65","1.24","9","2022"
"FNWL","Blackback | large","","18","2.01","2.09","2.2","9","2022"
"FPWL","Dab | large","","901","1.79","2.41","3.12","9","2022"
"HWSJ","Hake, white | sow","","2835","2.49","3.45","5.07","9","2022"
"HWSM","Hake, white | medium","","3074","1.9","1.96","2.23","9","2022"
"FNWS","Blackback | small","","20","1.25","1.58","3.09","9","2022"
"HDDL","Haddock | large","","4878","2.76","3.2","4.97","9","2022"
"PADL","Pollock, Atl | large","","10858","1.99","2.9","3.47","9","2022"
"CADM","Cod | market","","1469","2.89","3.97","5.26","9","2022"
"HSWX","Whiting | mixed","","360","0.24","0.75","1.18","9","2022"
"CADS","Cod | scrod","","11","1.89","1.96","1.99","10","2022"
"FNWL","Blackback | large","","35","1.5","1.5","1.5","10","2022"
"FPWM","Dab | medium","","3363","1.09","1.48","1.96","10","2022"
"FPWS","Dab | small","","2400","0.99","1.23","1.56","10","2022"
"HDDP","Haddock | snapper","","393","0.79","1.14","1.69","10","2022"
"HWSS","Hake, white | small","","532","0.76","1.12","1.3","10","2022"
"MKTS","Monkfish, tails | small","","5943","1.58","2.12","2.99","10","2022"
"FNWS","Blackback | small","","64","0.8","0.93","1.18","10","2022"
"FWWL","Greysole | large","","11","2.25","2.69","3.45","10","2022"
"FWWM","Greysole | medium","","157","1.34","2.3","2.63","10","2022"
"MKTL","Monkfish, tails | large","","10652","2.01","3.46","6.21","10","2022"
"PADL","Pollock, Atl | large","","2314","2.11","2.6","3","10","2022"
"CADL","Cod | large","","1838","2.97","4.35","5.07","10","2022"
"CADM","Cod | market","","1818","2.52","3.57","4.37","10","2022"
"HDDS","Haddock | scrod","","22071","2.01","2.63","3.62","10","2022"
"POWX","Redfish | mixed","","333","0.42","0.71","1.18","10","2022"
"FWWS","Greysole | small","","2868","1.07","1.57","2.65","10","2022"
"HWSL","Hake, white | large","","17546","1.79","2.31","3.07","10","2022"
"CKDX","Cusk | mixed","","382","0.3","0.59","0.76","10","2022"
"FPWL","Dab | large","","1086","1.24","1.73","2.02","10","2022"
"HDDL","Haddock | large","","8671","2.2","2.7","3.92","10","2022"
"HWSJ","Hake, white | sow","","2019","1.98","3.16","5.06","10","2022"
"HWSM","Hake, white | medium","","6033","1.45","1.79","2.02","10","2022"
"PADM","Pollock, Atl | medium","","6891","1.43","1.81","2.9","10","2022"
"PADS","Pollock, Atl | small","","976","0.96","1.42","2.21","10","2022"
"FADL","Halibut, Atlantic | 85-125","","95","12.26","12.26","12.26","11","2022"
"PADL","Pollock, Atl | large","","6647","1.28","2.25","3","11","2022"
"HWSS","Hake, white | small","","102","0.71","1.39","1.42","11","2022"
"POWX","Redfish | mixed","","529","0.4","0.63","0.71","11","2022"
"FWWL","Greysole | large","","2","4.27","4.27","4.27","11","2022"
"HWSJ","Hake, white | sow","","1256","2.27","3.3","4.17","11","2022"
"FPWS","Dab | small","","2023","1.09","1.14","1.25","11","2022"
"CADM","Cod | market","","1348","2","3.4","4.86","11","2022"
"FPWM","Dab | medium","","2552","1.09","1.61","2.22","11","2022"
"HSWX","Whiting | mixed","","21","0.5","0.5","0.5","11","2022"
"MKTS","Monkfish, tails | small","","3925","1.72","2.09","2.65","11","2022"
"CADS","Cod | scrod","","3","0.71","0.71","0.71","11","2022"
"CKDX","Cusk | mixed","","293","0.48","0.59","0.64","11","2022"
"HDDL","Haddock | large","","5651","1.92","2.65","4.02","11","2022"
"HDDP","Haddock | snapper","","181","0.8","1.22","1.45","11","2022"
"PADM","Pollock, Atl | medium","","9312","1.22","1.96","2.87","11","2022"
"FPWL","Dab | large","","1485","1.32","1.84","2.49","11","2022"
"PADS","Pollock, Atl | small","","893","1.06","1.62","2.03","11","2022"
"CADL","Cod | large","","1576","2.49","3.92","5.52","11","2022"
"FWWM","Greysole | medium","","84","1.93","2.59","3.25","11","2022"
"FWWS","Greysole | small","","2091","1.16","1.91","2.62","11","2022"
"HDDS","Haddock | scrod","","12707","1.84","2.33","3.03","11","2022"
"HWSL","Hake, white | large","","9445","1.5","2.24","2.93","11","2022"
"HWSM","Hake, white | medium","","1733","0.88","1.49","2.36","11","2022"
"MKTL","Monkfish, tails | large","","13669","2.37","3.03","4.52","11","2022"
"HDDL","Haddock | large","","8136","2.29","3.29","7.17","12","2022"
"HSWX","Whiting | mixed","","28","0.36","0.64","0.76","12","2022"
"FNWS","Blackback | small","","2","0.97","0.99","1.01","12","2022"
"PADL","Pollock, Atl | large","","18543","1.12","2.27","5.62","12","2022"
"FADL","Halibut, Atlantic | 85-125","","87","11.86","11.86","11.86","12","2022"
"FNWL","Blackback | large","","5","1.64","1.66","1.67","12","2022"
"FPWL","Dab | large","","2454","2.02","2.64","3.57","12","2022"
"HWSJ","Hake, white | sow","","754","3.25","4.56","5.56","12","2022"
"HWSM","Hake, white | medium","","713","1.57","2.15","2.59","12","2022"
"FPWS","Dab | small","","6393","0.85","1.22","1.51","12","2022"
"HWSL","Hake, white | large","","6297","2.07","2.93","4.57","12","2022"
"HWSS","Hake, white | small","","104","0.62","0.91","1.25","12","2022"
"POWX","Redfish | mixed","","963","0.62","0.9","1.11","12","2022"
"HDDP","Haddock | snapper","","127","0.86","1.45","3.37","12","2022"
"PADM","Pollock, Atl | medium","","36566","1.33","2.08","5.57","12","2022"
"PADS","Pollock, Atl | small","","6956","0.77","1.23","2.79","12","2022"
"CKDX","Cusk | mixed","","216","0.54","0.72","1.25","12","2022"
"FWWM","Greysole | medium","","113","1.64","3.26","3.97","12","2022"
"FWWS","Greysole | small","","4030","1.15","1.87","2.77","12","2022"
"SSBR","Scallops - boat run","","297","14.61","15.81","20.36","12","2022"
"CADL","Cod | large","","1753","3.67","5.11","7.06","12","2022"
"CADM","Cod | market","","4370","2.7","4.44","8.27","12","2022"
"FPWM","Dab | medium","","6073","1.3","2.09","3.21","12","2022"
"MKTL","Monkfish, tails | large","","11545","2.5","3.22","8.12","12","2022"
"MKTS","Monkfish, tails | small","","6134","1.46","2.23","2.63","12","2022"
"CADS","Cod | scrod","","78","1.69","2.31","3.17","12","2022"
"FWWL","Greysole | large","","15","2.53","3.64","5.27","12","2022"
"HDDS","Haddock | scrod","","13372","1.85","2.8","5.02","12","2022"
"HSWX","Whiting | mixed","","297","0.97","0.97","0.97","1","2021"
"PADS","Pollock, Atl | small","","5982","1.15","1.27","1.61","1","2021"
"FPWL","Dab | large","","608","2.2","2.89","3.37","1","2021"
"HWSJ","Hake, white | sow","","2634","1.69","2.15","2.75","1","2021"
"HWSM","Hake, white | medium","","232","0.85","2.12","2.5","1","2021"
"FNWS","Blackback | small","","3","0.78","0.78","0.78","1","2021"
"CADS","Cod | scrod","","15","2.11","2.11","2.11","1","2021"
"FPWS","Dab | small","","3119","1.45","2.37","2.92","1","2021"
"FWWL","Greysole | large","","14","3.05","4.05","5.57","1","2021"
"HWSS","Hake, white | small","","29","0.81","0.83","0.83","1","2021"
"HDDL","Haddock | large","","2618","1.41","1.95","2.49","1","2021"
"HDDP","Haddock | snapper","","973","0.5","0.74","1.33","1","2021"
"PADM","Pollock, Atl | medium","","21050","1.16","1.3","1.98","1","2021"
"CADL","Cod | large","","1594","2.92","3.64","4.37","1","2021"
"CADM","Cod | market","","1655","2.49","3.99","4.92","1","2021"
"FPWM","Dab | medium","","1810","2.22","2.79","3.11","1","2021"
"MKTL","Monkfish, tails | large","","6132","1.01","1.25","2.53","1","2021"
"MKTS","Monkfish, tails | small","","3492","0.7","0.82","1","1","2021"
"CKDX","Cusk | mixed","","41","0.2","0.58","0.72","1","2021"
"FWWM","Greysole | medium","","190","2.44","4.51","7.67","1","2021"
"FWWS","Greysole | small","","6531","1.03","1.32","2.22","1","2021"
"PADL","Pollock, Atl | large","","12675","1.22","1.48","2.29","1","2021"
"HDDS","Haddock | scrod","","19800","1.03","1.39","2.51","1","2021"
"HWSL","Hake, white | large","","1822","1.99","2.4","3.01","1","2021"
"POWX","Redfish | mixed","","1195","0.52","0.67","1.25","1","2021"
"HDDL","Haddock | large","","1379","1.54","1.99","2.21","2","2021"
"HWSJ","Hake, white | sow","","3500","1.09","1.91","2.35","2","2021"
"CADM","Cod | market","","1090","2.05","2.41","3","2","2021"
"FPWS","Dab | small","","536","0.97","2.52","2.66","2","2021"
"HWSS","Hake, white | small","","6","0.88","0.88","0.88","2","2021"
